               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  24,            0.043169,            0.017264,                   0,             0.76832,             0.80435,              0.7241,              0.3525,            0.040341,           0.0060759,                   0,           0.0094307,           0.0094307,           0.0094307
                  25,            0.043027,            0.017217,                   0,             0.91244,             0.86957,             0.86173,              0.4668,             0.03652,           0.0056752,                   0,            0.009406,            0.009406,            0.009406
                  26,            0.040106,            0.016607,                   0,             0.79534,              0.8913,             0.86229,             0.47824,            0.037775,           0.0062095,                   0,           0.0093813,           0.0093813,           0.0093813
                  27,            0.040506,            0.016191,                   0,             0.84845,             0.85201,             0.87004,             0.48918,            0.036399,           0.0053953,                   0,           0.0093565,           0.0093565,           0.0093565
                  28,            0.039235,              0.0166,                   0,             0.90865,             0.86502,             0.89449,             0.48842,            0.035181,           0.0052586,                   0,           0.0093317,           0.0093317,           0.0093317
                  29,            0.039123,            0.017813,                   0,             0.83529,             0.88208,             0.85052,             0.44669,            0.036194,           0.0061747,                   0,            0.009307,            0.009307,            0.009307
                  30,            0.038048,            0.016242,                   0,             0.87383,             0.82609,             0.81138,             0.44501,            0.036342,           0.0060617,                   0,           0.0092823,           0.0092823,           0.0092823
                  31,            0.040176,            0.016916,                   0,             0.88554,             0.84107,             0.79717,             0.43135,             0.03685,           0.0066608,                   0,           0.0092575,           0.0092575,           0.0092575
                  32,            0.037059,            0.015352,                   0,             0.85252,              0.8913,             0.86325,             0.43256,             0.03714,           0.0068582,                   0,           0.0092327,           0.0092327,           0.0092327
                  33,            0.041305,            0.015551,                   0,             0.84372,             0.82163,             0.80624,             0.43669,            0.036243,           0.0070773,                   0,            0.009208,            0.009208,            0.009208
                  34,            0.036675,            0.015835,                   0,             0.81257,              0.8913,             0.90118,             0.50824,             0.03253,           0.0063714,                   0,           0.0091833,           0.0091833,           0.0091833
                  35,            0.038457,            0.015997,                   0,             0.84082,             0.80435,             0.79705,             0.40964,            0.034752,           0.0071256,                   0,           0.0091585,           0.0091585,           0.0091585
                  36,            0.034799,            0.014831,                   0,             0.88903,             0.80435,              0.9003,             0.48691,            0.032661,            0.006438,                   0,           0.0091337,           0.0091337,           0.0091337
                  37,            0.038427,            0.015798,                   0,             0.71174,             0.86957,             0.83631,             0.40472,            0.034717,           0.0058124,                   0,            0.009109,            0.009109,            0.009109
                  38,            0.035356,            0.015379,                   0,             0.68977,             0.73913,             0.72659,             0.40258,             0.03361,           0.0062052,                   0,           0.0090843,           0.0090843,           0.0090843
                  39,            0.034976,             0.01639,                   0,              0.5462,             0.82609,             0.67264,             0.28829,            0.040403,           0.0064955,                   0,           0.0090595,           0.0090595,           0.0090595
                  40,            0.036493,             0.01458,                   0,              0.5975,             0.82609,             0.65782,             0.29591,            0.044288,            0.006681,                   0,           0.0090347,           0.0090347,           0.0090347
                  41,            0.035987,            0.016467,                   0,             0.82607,             0.82599,             0.75326,             0.34162,            0.039877,           0.0061289,                   0,             0.00901,             0.00901,             0.00901
                  42,              0.0383,            0.016774,                   0,             0.81283,             0.84972,              0.7988,             0.38043,            0.042362,            0.006281,                   0,           0.0089853,           0.0089853,           0.0089853
                  43,            0.035643,            0.014764,                   0,             0.88585,              0.8913,             0.85977,             0.48305,            0.036602,           0.0057179,                   0,           0.0089605,           0.0089605,           0.0089605
                  44,            0.038957,            0.016102,                   0,             0.88492,              0.8913,             0.87604,             0.48201,            0.035036,            0.005289,                   0,           0.0089358,           0.0089358,           0.0089358
                  45,            0.034261,            0.014659,                   0,             0.89775,             0.84783,             0.87836,             0.51462,            0.034867,           0.0052142,                   0,            0.008911,            0.008911,            0.008911
                  46,            0.035241,            0.014862,                   0,             0.88193,             0.86957,             0.87512,             0.53069,             0.03363,           0.0050012,                   0,           0.0088863,           0.0088863,           0.0088863
                  47,            0.038321,            0.014601,                   0,             0.88176,             0.86957,             0.84193,             0.47863,            0.034503,           0.0049466,                   0,           0.0088615,           0.0088615,           0.0088615
                  48,            0.036165,            0.015445,                   0,             0.83233,             0.86344,             0.82676,             0.45519,            0.034785,           0.0051165,                   0,           0.0088368,           0.0088368,           0.0088368
                  49,            0.038795,            0.014691,                   0,             0.87172,             0.80435,             0.83218,             0.47968,            0.032892,            0.005392,                   0,            0.008812,            0.008812,            0.008812
                  50,            0.033956,            0.015168,                   0,             0.88568,             0.91304,             0.90233,              0.5138,            0.031676,           0.0051901,                   0,           0.0087872,           0.0087872,           0.0087872
                  51,            0.032957,            0.014944,                   0,             0.92806,             0.91304,             0.91629,             0.49333,            0.036526,           0.0052513,                   0,           0.0087625,           0.0087625,           0.0087625
                  52,            0.035597,            0.014774,                   0,             0.93312,             0.90993,             0.90381,             0.50559,            0.034163,            0.005523,                   0,           0.0087378,           0.0087378,           0.0087378
                  53,            0.037589,            0.014997,                   0,             0.77875,             0.86957,               0.814,             0.47103,            0.035949,           0.0055664,                   0,            0.008713,            0.008713,            0.008713
                  54,             0.03096,            0.014043,                   0,             0.88494,              0.8913,             0.82709,             0.44566,            0.035798,           0.0059171,                   0,           0.0086882,           0.0086882,           0.0086882
                  55,            0.033929,            0.015289,                   0,              0.9107,             0.91304,             0.86359,             0.43293,            0.036688,           0.0056387,                   0,           0.0086635,           0.0086635,           0.0086635
                  56,            0.030177,            0.013493,                   0,             0.89764,             0.91304,             0.88548,             0.44785,            0.036324,           0.0052787,                   0,           0.0086388,           0.0086388,           0.0086388
                  57,            0.031753,            0.014416,                   0,             0.86343,             0.91304,             0.89538,             0.46374,            0.034712,           0.0057632,                   0,            0.008614,            0.008614,            0.008614
                  58,            0.029742,            0.013115,                   0,             0.92455,             0.79928,             0.83344,             0.46718,             0.03835,           0.0053542,                   0,           0.0085893,           0.0085893,           0.0085893
                  59,            0.030016,            0.014798,                   0,             0.83681,             0.82609,             0.79897,             0.43667,            0.039592,           0.0055325,                   0,           0.0085645,           0.0085645,           0.0085645
                  60,            0.034074,            0.013989,                   0,             0.89849,             0.84783,             0.85229,             0.47234,            0.034264,           0.0057037,                   0,           0.0085398,           0.0085398,           0.0085398
                  61,             0.02838,            0.014189,                   0,             0.96497,             0.82609,             0.90381,             0.52089,            0.032832,           0.0061028,                   0,            0.008515,            0.008515,            0.008515
                  62,            0.031349,            0.016218,                   0,                   1,             0.86317,             0.94286,             0.55525,            0.031677,           0.0059451,                   0,           0.0084903,           0.0084903,           0.0084903
                  63,            0.033239,            0.014996,                   0,             0.91711,             0.82609,             0.86074,             0.50164,            0.034705,           0.0059195,                   0,           0.0084655,           0.0084655,           0.0084655
                  64,             0.03233,            0.014704,                   0,             0.92498,             0.80414,             0.83953,             0.48153,            0.036139,           0.0058839,                   0,           0.0084408,           0.0084408,           0.0084408
                  65,            0.031443,             0.01368,                   0,             0.87495,             0.82609,             0.80759,             0.44106,            0.035444,           0.0059352,                   0,            0.008416,            0.008416,            0.008416
                  66,            0.029475,            0.014521,                   0,             0.82842,             0.82609,             0.76755,             0.41119,            0.035445,           0.0061859,                   0,           0.0083913,           0.0083913,           0.0083913
                  67,            0.030868,            0.013814,                   0,             0.89046,             0.80435,             0.85508,             0.48677,            0.032684,           0.0058312,                   0,           0.0083665,           0.0083665,           0.0083665
                  68,            0.032672,            0.014299,                   0,             0.96144,             0.80435,              0.8934,             0.52848,            0.032492,           0.0056856,                   0,           0.0083418,           0.0083418,           0.0083418
                  69,            0.033095,             0.01456,                   0,             0.83105,             0.86957,             0.85987,             0.44757,            0.033559,           0.0056685,                   0,            0.008317,            0.008317,            0.008317
                  70,            0.029875,            0.013716,                   0,             0.70412,             0.77611,             0.72876,             0.37097,            0.038526,           0.0059692,                   0,           0.0082922,           0.0082922,           0.0082922
                  71,            0.028354,            0.013662,                   0,             0.87239,             0.78261,             0.82152,             0.42801,            0.033254,           0.0060332,                   0,           0.0082675,           0.0082675,           0.0082675
                  72,            0.031606,             0.01471,                   0,             0.69033,              0.8239,             0.69752,             0.38889,            0.032676,           0.0062761,                   0,           0.0082428,           0.0082428,           0.0082428
                  73,            0.033599,            0.014194,                   0,             0.78429,             0.63043,             0.68817,             0.39867,            0.036447,            0.006616,                   0,            0.008218,            0.008218,            0.008218
                  74,            0.028414,            0.013268,                   0,             0.86198,             0.82609,             0.78616,             0.46861,            0.036862,           0.0062046,                   0,           0.0081932,           0.0081932,           0.0081932
                  75,            0.030118,            0.013992,                   0,             0.86363,             0.82609,             0.80664,             0.42785,              0.0366,           0.0062858,                   0,           0.0081685,           0.0081685,           0.0081685
                  76,            0.028296,            0.013843,                   0,             0.90045,             0.84783,             0.85151,             0.43871,             0.03666,           0.0063668,                   0,           0.0081437,           0.0081437,           0.0081437
                  77,            0.031376,            0.013305,                   0,             0.91894,             0.91304,             0.90419,              0.5004,            0.033919,           0.0067005,                   0,            0.008119,            0.008119,            0.008119
                  78,            0.029361,            0.013628,                   0,             0.90892,             0.91304,             0.91167,             0.55365,             0.03085,           0.0067003,                   0,           0.0080942,           0.0080942,           0.0080942
                  79,            0.027352,            0.013668,                   0,             0.88468,              0.8913,             0.87823,             0.50908,            0.031557,           0.0063542,                   0,           0.0080695,           0.0080695,           0.0080695
                  80,            0.024357,            0.013664,                   0,             0.89025,              0.8913,             0.87862,             0.49568,            0.030735,           0.0060222,                   0,           0.0080447,           0.0080447,           0.0080447
                  81,            0.028347,            0.013858,                   0,             0.92626,              0.8193,             0.86503,             0.50772,            0.031451,           0.0060089,                   0,             0.00802,             0.00802,             0.00802
                  82,            0.028536,            0.013698,                   0,             0.85385,             0.88907,             0.83878,             0.45404,            0.034452,           0.0060389,                   0,           0.0079953,           0.0079953,           0.0079953
                  83,            0.028793,            0.013958,                   0,             0.85529,             0.86957,             0.86913,             0.50767,            0.030834,           0.0059942,                   0,           0.0079705,           0.0079705,           0.0079705
                  84,            0.027213,            0.012886,                   0,             0.82363,             0.84783,              0.8233,             0.48739,            0.031529,           0.0061343,                   0,           0.0079457,           0.0079457,           0.0079457
                  85,            0.028576,            0.013521,                   0,             0.77247,             0.91304,             0.86135,             0.49477,            0.031329,           0.0063003,                   0,            0.007921,            0.007921,            0.007921
                  86,             0.02727,            0.013021,                   0,             0.84171,              0.8913,             0.85095,             0.43924,            0.033805,           0.0063642,                   0,           0.0078963,           0.0078963,           0.0078963
                  87,            0.026166,            0.013227,                   0,             0.83623,             0.91304,             0.86889,              0.4797,            0.033186,           0.0061861,                   0,           0.0078715,           0.0078715,           0.0078715
                  88,            0.026517,            0.014373,                   0,             0.83647,             0.91304,             0.86684,             0.45374,            0.032296,           0.0063119,                   0,           0.0078467,           0.0078467,           0.0078467
                  89,            0.031084,            0.014266,                   0,             0.87159,             0.91304,             0.86971,             0.49763,            0.031403,             0.00657,                   0,            0.007822,            0.007822,            0.007822
                  90,            0.025955,             0.01225,                   0,             0.88231,             0.86957,             0.88404,             0.46907,             0.03133,           0.0064901,                   0,           0.0077973,           0.0077973,           0.0077973
                  91,            0.027842,            0.013599,                   0,             0.82931,              0.8913,             0.81047,             0.44201,            0.031533,           0.0066913,                   0,           0.0077725,           0.0077725,           0.0077725
                  92,            0.028289,            0.013293,                   0,              0.8847,             0.86957,             0.87624,             0.49299,            0.031336,           0.0065355,                   0,           0.0077478,           0.0077478,           0.0077478
                  93,            0.027202,            0.013417,                   0,             0.95206,             0.86347,             0.89796,             0.52661,            0.031209,           0.0062472,                   0,            0.007723,            0.007723,            0.007723
                  94,            0.023338,            0.012331,                   0,             0.96975,             0.86957,              0.9045,              0.4984,            0.033829,           0.0059547,                   0,           0.0076983,           0.0076983,           0.0076983
                  95,            0.027047,            0.013086,                   0,             0.93914,             0.84783,             0.87798,             0.49257,            0.030869,           0.0059131,                   0,           0.0076735,           0.0076735,           0.0076735
                  96,            0.030217,            0.011477,                   0,             0.90182,             0.84783,             0.88364,             0.55742,             0.03066,           0.0058165,                   0,           0.0076488,           0.0076488,           0.0076488
                  97,            0.029865,            0.012764,                   0,             0.79796,              0.8913,             0.89458,             0.55079,            0.033113,           0.0060128,                   0,            0.007624,            0.007624,            0.007624
                  98,            0.026672,            0.014281,                   0,             0.79005,              0.8913,             0.84363,             0.51512,              0.0302,           0.0062588,                   0,           0.0075993,           0.0075993,           0.0075993
                  99,            0.026025,            0.012685,                   0,             0.82383,             0.84783,             0.87892,             0.53859,            0.030333,            0.006048,                   0,           0.0075745,           0.0075745,           0.0075745
                 100,            0.027808,            0.013125,                   0,             0.78839,              0.8913,             0.87283,             0.50749,            0.032445,           0.0059837,                   0,           0.0075498,           0.0075498,           0.0075498
                 101,            0.025148,            0.011927,                   0,             0.87529,             0.76297,             0.87412,             0.48209,            0.034132,           0.0058783,                   0,            0.007525,            0.007525,            0.007525
                 102,            0.027469,            0.014639,                   0,             0.81208,             0.84552,             0.88388,              0.4692,            0.034231,           0.0058774,                   0,           0.0075003,           0.0075003,           0.0075003
                 103,             0.02723,            0.012885,                   0,             0.76082,             0.84783,             0.82691,             0.43641,            0.036728,           0.0062793,                   0,           0.0074755,           0.0074755,           0.0074755
                 104,            0.024821,            0.012442,                   0,             0.83242,             0.86394,             0.86024,             0.44289,            0.034026,           0.0062356,                   0,           0.0074507,           0.0074507,           0.0074507
                 105,            0.027545,            0.012213,                   0,             0.79226,             0.86957,              0.8521,             0.47626,            0.033085,            0.006613,                   0,            0.007426,            0.007426,            0.007426
                 106,             0.02514,            0.013363,                   0,             0.85561,             0.86957,             0.85618,              0.4783,            0.036442,           0.0062071,                   0,           0.0074013,           0.0074013,           0.0074013
                 107,            0.025285,            0.012612,                   0,             0.88804,             0.86957,             0.89924,             0.52206,             0.03575,           0.0061526,                   0,           0.0073765,           0.0073765,           0.0073765
                 108,             0.02551,            0.012218,                   0,             0.90351,             0.86957,             0.88398,             0.51645,            0.035023,           0.0059541,                   0,           0.0073517,           0.0073517,           0.0073517
                 109,            0.027176,            0.011699,                   0,             0.89083,             0.88699,             0.87463,             0.48257,             0.03613,           0.0061375,                   0,            0.007327,            0.007327,            0.007327
                 110,            0.025615,            0.012846,                   0,             0.84635,             0.83833,             0.81248,             0.44285,            0.036818,           0.0059124,                   0,           0.0073023,           0.0073023,           0.0073023
                 111,            0.026411,            0.011469,                   0,             0.88588,              0.8913,             0.83963,             0.46511,            0.032782,           0.0056195,                   0,           0.0072775,           0.0072775,           0.0072775
                 112,            0.025391,            0.012657,                   0,              0.8885,             0.86622,             0.84962,             0.49696,            0.032437,           0.0056837,                   0,           0.0072527,           0.0072527,           0.0072527
                 113,             0.02793,            0.012953,                   0,             0.87858,             0.84783,             0.81449,             0.46645,            0.034528,           0.0057523,                   0,            0.007228,            0.007228,            0.007228
                 114,             0.02286,            0.011943,                   0,               0.886,             0.84485,             0.83052,             0.46324,            0.034774,           0.0058028,                   0,           0.0072033,           0.0072033,           0.0072033
                 115,            0.022667,            0.013601,                   0,              0.8819,              0.8913,             0.84367,             0.49194,            0.033993,           0.0058644,                   0,           0.0071785,           0.0071785,           0.0071785
                 116,            0.026891,             0.01239,                   0,             0.91086,             0.88858,             0.90283,             0.52148,            0.034791,           0.0058618,                   0,           0.0071538,           0.0071538,           0.0071538
                 117,             0.02961,            0.013624,                   0,             0.88175,             0.84783,             0.86842,              0.5037,            0.034866,           0.0057585,                   0,            0.007129,            0.007129,            0.007129
                 118,            0.023645,            0.012141,                   0,             0.88224,             0.84783,             0.85993,             0.49797,            0.035252,           0.0060945,                   0,           0.0071042,           0.0071042,           0.0071042
                 119,            0.024987,            0.012284,                   0,             0.84525,             0.84783,             0.84187,             0.48521,            0.036797,           0.0060191,                   0,           0.0070795,           0.0070795,           0.0070795
                 120,            0.021963,            0.012921,                   0,             0.86249,             0.86957,             0.89609,             0.49788,            0.034493,           0.0058318,                   0,           0.0070547,           0.0070547,           0.0070547
                 121,            0.025838,            0.012129,                   0,             0.84911,              0.8913,             0.85593,             0.48524,            0.034924,           0.0060354,                   0,             0.00703,             0.00703,             0.00703
                 122,            0.025602,            0.011543,                   0,             0.92806,             0.84139,             0.90308,             0.51331,            0.034809,           0.0063452,                   0,           0.0070053,           0.0070053,           0.0070053
                 123,            0.026165,            0.012605,                   0,             0.89561,             0.84783,               0.869,             0.43614,            0.037475,           0.0068164,                   0,           0.0069805,           0.0069805,           0.0069805
                 124,            0.029946,            0.013446,                   0,             0.81078,             0.84783,             0.79318,              0.4373,            0.036163,            0.006819,                   0,           0.0069558,           0.0069558,           0.0069558
                 125,            0.025712,            0.011701,                   0,             0.85283,              0.8913,             0.86444,             0.47352,             0.03631,           0.0064832,                   0,            0.006931,            0.006931,            0.006931
                 126,            0.023125,            0.012934,                   0,              0.8874,              0.8913,              0.8931,             0.49756,            0.035715,           0.0061096,                   0,           0.0069063,           0.0069063,           0.0069063
                 127,            0.024021,             0.01209,                   0,             0.84617,             0.84783,             0.86948,             0.49391,            0.033121,            0.006439,                   0,           0.0068815,           0.0068815,           0.0068815
                 128,            0.023078,            0.011781,                   0,             0.84057,             0.84783,             0.86226,             0.50638,            0.033418,           0.0066469,                   0,           0.0068568,           0.0068568,           0.0068568
                 129,            0.025724,            0.012392,                   0,             0.81436,             0.84783,             0.85052,             0.47973,            0.033169,           0.0066832,                   0,            0.006832,            0.006832,            0.006832
                 130,            0.023848,            0.011949,                   0,             0.83465,             0.86957,              0.8712,             0.46629,            0.032316,           0.0066395,                   0,           0.0068073,           0.0068073,           0.0068073
                 131,            0.027419,            0.011428,                   0,             0.85706,             0.82609,             0.80926,             0.46738,            0.034083,           0.0065066,                   0,           0.0067825,           0.0067825,           0.0067825
                 132,            0.025233,            0.011762,                   0,             0.84085,             0.80398,             0.81476,             0.46328,            0.035186,            0.006663,                   0,           0.0067577,           0.0067577,           0.0067577
                 133,            0.026961,            0.012275,                   0,               0.829,             0.82609,             0.78094,             0.45566,            0.035549,           0.0070891,                   0,            0.006733,            0.006733,            0.006733
                 134,            0.024935,            0.011165,                   0,             0.88597,             0.84455,             0.82451,             0.46194,            0.033533,           0.0070766,                   0,           0.0067082,           0.0067082,           0.0067082
                 135,            0.023704,            0.011374,                   0,              0.9266,             0.82333,             0.88317,             0.46845,            0.033999,           0.0070229,                   0,           0.0066835,           0.0066835,           0.0066835
                 136,            0.026295,            0.011554,                   0,              0.9137,             0.84783,             0.85923,             0.47458,            0.032595,           0.0068823,                   0,           0.0066587,           0.0066587,           0.0066587
